team,alpha_attack,beta_defence
Athletic Club Bilbao,0.7871677521395656,0.8455693834159027
Atletico Madrid W,1.1646942073861324,0.4452439776132298
Barcelona WFC,3.2627701733783314,0.09153668015123792
CD Sporting de Huelva,0.31799966920637696,1.540814125667353
Costa Adeje Tenerife,0.7034320125222383,1.1787785182412471
FC Levante Badalona,0.7110971228890551,1.4112172242316205
Granada W,0.6348970186403914,1.3960180343093067
Levante UD Femenino,1.2837364436142413,0.5586463287876681
Madrid CFF,1.330823981887935,1.306473939956721
Real Betis Balompié,0.58865688247367,1.7371205193725008
Real Madrid CF W,1.673748120729019,0.7198942459441975
Real Sociedad de Fútbol,0.8127047817396809,1.3616347841916718
SD Eibar,0.3914798085670163,1.1164827157843757
Sevilla FC,1.1171799286761364,1.4054445406729041
Valencia CF,0.7379240796594745,1.5574281921660167
Villarreal,0.48168801649073534,1.21128717216733
