team,alpha_attack,beta_defence
AC Milan,1.0074605639287033,0.8133043445509933
AS Roma,1.8421966472600546,0.7337323578236429
Atalanta,0.8173706604806255,0.8944283989732057
Bologna,0.6410678156681121,0.8457359060779629
Carpi,0.6879726610887517,1.1523137326863615
Chievo,0.8701980848794004,0.8612906950148813
Empoli,0.7910715090393303,0.9625325309779319
Fiorentina,1.264215474769605,0.7780825221796073
Frosinone,0.7021184807075778,1.5145869581672176
Genoa,0.894695710463875,0.9054357322642363
Hellas Verona,0.5924999603920019,1.272129997360674
Inter Milan,1.0288613489608447,0.6915421426075768
Juventus,1.6151456159326048,0.3043881456147857
Lazio,1.0268456641077588,1.0470499017918065
Napoli,1.744407134572816,0.5712902684904804
Palermo,0.7349958490871592,1.3232518032025082
Sampdoria,0.9435145491411855,1.2442180934565228
Sassuolo,1.031695088001523,0.7674882870112074
Torino,1.0854697477859971,1.0876411512278183
Udinese,0.6781974337320702,1.1628417988838406
