team,alpha_attack,beta_defence
AS Monaco,1.2338333754777029,0.8434602115211027
Angers,0.806950235344928,0.5910419757031983
Bastia,0.696695080351172,0.5868459779760778
Bordeaux,0.9816109232165556,0.942690222348255
Gazélec Ajaccio,0.7050021630606242,1.0358110480034008
Guingamp,1.0187343473248964,0.973579386262039
Lille,0.7386356008401987,0.28067828653231586
Lorient,1.031439250210048,1.0327648965743326
Lyon,1.5014003718341535,0.7410394705235175
Montpellier,1.0421268963296701,0.7665003534419617
Nantes,0.6377011922480564,0.7336828267086379
OGC Nice,1.2859872579220626,0.6884520308357115
Olympique de Marseille,0.9466696677961659,0.692920043958553
Paris Saint-Germain,2.37567953852021,0.26281170269184145
Rennes,1.114122560626326,0.9502060671463306
Saint-Étienne,0.8192774426784821,0.5553601777371017
Stade Malherbe Caen,0.7685517482281246,0.8828834897219867
Stade de Reims,0.8970689343612738,0.9805771913905738
Toulouse,0.9289606316129024,0.9423192474347566
Troyes,0.46955278201644673,1.4872959914375043
