team,alpha_attack,beta_defence
AC Milan,1.0120709833441057,0.8179132322508148
AS Roma,1.8427803367581055,0.7370302746642453
Atalanta,0.8121478027294525,0.8936713822729965
Bologna,0.6414869863316435,0.8457402295585892
Carpi,0.689604977941672,1.1556571789636616
Chievo,0.8682927122855982,0.8659913318615894
Empoli,0.7934106689042367,0.9625454761426258
Fiorentina,1.2630364438577486,0.782379454068898
Frosinone,0.6977975435660544,1.5146724095494997
Genoa,0.8910521779773632,0.906104913650889
Hellas Verona,0.5968652014792206,1.2705385783807608
Inter Milan,1.0262254150831578,0.6913087044052423
Juventus,1.6164709417715262,0.3079598240410077
Lazio,1.0285587491303032,1.05114885462391
Napoli,1.735788791758643,0.5724785345848845
Palermo,0.7396300726665419,1.3290220502156567
Sampdoria,0.9414879009562283,1.2459595384920712
Sassuolo,1.0363054171135444,0.7719092588051736
Torino,1.085273721103081,1.0936782616637546
Udinese,0.6817131552417731,1.1666133277309625
