team,alpha_attack,beta_defence
Arsenal WFC,2.30123769091254,0.7448370945179624
Birmingham City WFC,0.9549467300701658,0.8314811231744027
Brighton & Hove Albion WFC,0.5632181313119982,1.7462097124951454
Bristol City WFC,0.5792475046760277,1.6131504161850727
Chelsea FCW,1.3483507398587053,0.674046082222079
Everton LFC,0.5260692391770695,1.5710460525785335
Liverpool WFC,0.6874123455535714,1.7393732857393305
Manchester City WFC,1.7071751699292015,0.861030281157367
Reading WFC,1.1165003953457429,1.4842928326333995
West Ham United LFC,0.8404067803116563,1.6879381216822265
Yeovil Town LFC,0.3754352728533224,2.457290404843903
