team,alpha_attack,beta_defence
Athletic Club Bilbao,0.7658972055962457,0.7876583673620149
Atletico Madrid W,1.1622631090239832,0.4308509422573764
Barcelona WFC,3.3174631862009996,0.06631079593338844
CD Sporting de Huelva,0.3248786308087004,1.4452113659776813
Costa Adeje Tenerife,0.6981078766875508,1.1060519855788624
FC Levante Badalona,0.720837088771266,1.3744247920416788
Granada W,0.6363618310565465,1.352552411494782
Levante UD Femenino,1.2926672323016477,0.5636881167388181
Madrid CFF,1.3524687841407494,1.2948928716439734
Real Betis Balompié,0.5657028429949621,1.6486454441104035
Real Madrid CF W,1.647846213808989,0.7038777118455521
Real Sociedad de Fútbol,0.8351226485685321,1.3210153186054696
SD Eibar,0.3709902676450515,1.0781048819263201
Sevilla FC,1.107765639814672,1.339593835585789
Valencia CF,0.7285597210955255,1.451987240766038
Villarreal,0.4730677214845769,1.1397184937692117
