team,alpha_attack,beta_defence
AC Milan,1.0038307786602074,0.8175412201491228
AS Roma,1.8576058236395783,0.7341676810145509
Atalanta,0.812895547464696,0.9022662377677223
Bologna,0.6366941984841089,0.8508796024193169
Carpi,0.6813586896700541,1.1662098553093494
Chievo,0.8674896083863916,0.8608012350254904
Empoli,0.7962336102407473,0.9779970158456244
Fiorentina,1.2643406318565522,0.7830697253716802
Frosinone,0.6949504606222574,1.5175865317777886
Genoa,0.886414714488792,0.8955146466517951
Hellas Verona,0.589998034254275,1.2871404469786292
Inter Milan,1.0295791128031475,0.689328586025399
Juventus,1.6126623014231278,0.30152541296829627
Lazio,1.0222096506782312,1.061511708922507
Napoli,1.737739498043171,0.572711622969281
Palermo,0.7420190846914845,1.3202917026649894
Sampdoria,0.9455987688431433,1.2593512726523968
Sassuolo,1.0578591213880228,0.790887286195523
Torino,1.0821802713820858,1.099179385460313
Udinese,0.6783400929799174,1.1661706861417158
