team,alpha_attack,beta_defence
Arsenal WFC,2.321195877788726,0.638113688841373
Birmingham City WFC,0.9682599143957468,0.758937671777317
Brighton & Hove Albion WFC,0.5469526978027233,1.6602658113590725
Bristol City WFC,0.5562890452824296,1.527476928629885
Chelsea FCW,1.36579387485028,0.6126762737996231
Everton LFC,0.5182641412872686,1.4897643580671884
Liverpool WFC,0.6759033055687579,1.6618451161127312
Manchester City WFC,1.7315861205902743,0.7738005760031852
Reading WFC,1.1321123917939346,1.4166360468753472
West Ham United LFC,0.8354600894100052,1.5928073857314269
Yeovil Town LFC,0.34818254122985226,2.3490028513663734
