team,alpha_attack,beta_defence
AFC Bournemouth,0.8575103952196176,1.0963292323914773
Arsenal,1.332133099516812,0.5205749281288115
Aston Villa,0.334343951442295,1.2395256210143475
Chelsea,1.219937811072422,0.7760985080822151
Crystal Palace,0.6522122255466779,0.7628500128647852
Everton,1.218555432823521,0.8483833930063178
Leicester City,1.4168672564669942,0.44818076926079203
Liverpool,1.3133839339994835,0.7311508619326906
Manchester City,1.5211719884948873,0.6511491095904224
Manchester United,0.9508141938571684,0.47579996310440026
Newcastle United,0.7963096331711179,1.0553265806868304
Norwich City,0.7052133580233669,1.062789731231239
Southampton,1.1703681568957474,0.5571628098151071
Stoke City,0.7890375608745811,0.8118128565311944
Sunderland,0.8666944549373584,1.03389769238122
Swansea City,0.7664366932948895,0.8024113228565958
Tottenham Hotspur,1.4289085856170651,0.4492933459298963
Watford,0.7364933794515455,0.7315959544798896
West Bromwich Albion,0.5880667313430111,0.7212466145125939
West Ham United,1.3355411579514402,0.7892635105635939
