team,alpha_attack,beta_defence
Arsenal WFC,2.3239994005276188,0.8712248851663646
Birmingham City WFC,0.22380821875401377,1.8980773523236019
Brighton & Hove Albion WFC,0.29455088673194985,1.997400999336318
Bristol City WFC,0.5481592648523774,3.3340067909740982
Chelsea FCW,1.9358308622243734,0.6363163797262937
Everton LFC,0.9920194259873262,1.858436024699055
Liverpool WFC,0.237945475388938,1.4360556194970584
Manchester City WFC,1.798166946999462,0.537143951014101
Manchester United W,1.2229150480446676,0.6532121794472844
Reading WFC,0.8634402527900757,1.7885495430309346
Tottenham Hotspur Women,0.5774788695583565,1.7952220750878451
West Ham United LFC,0.9816853481408414,3.4454611515508726
